# Step 5000
# x y theta R psi_density
0 0 5.10157 0.996148 0
1 0 4.98986 0.995398 0
2 0 5.06424 0.996511 0
3 0 5.01664 0.997735 0
4 0 -1.33607 0.994958 0
5 0 -1.48387 0.991379 0
6 0 -1.56208 0.989091 0
7 0 4.52087 0.982225 0
8 0 4.27293 0.977102 0
9 0 4.0868 0.962743 0
10 0 -2.59989 0.958516 0
11 0 3.45995 0.957113 0
12 0 9.41638 0.929313 0
13 0 2.56052 0.923977 0
14 0 2.37553 0.906224 0
15 0 1.99713 0.879006 0
16 0 1.77593 0.788386 0
17 0 1.90524 0.502405 0
18 0 2.86787 0.41722 0
19 0 3.59197 0.762891 0
20 0 3.69239 0.778524 0
21 0 -2.6788 0.258272 0
22 0 6.7223 0.127117 0
23 0 6.61733 0.700409 0
24 0 6.59151 0.797875 0
25 0 6.80883 0.650418 0
26 0 1.0889 0.223507 0
27 0 2.77318 0.433793 0
28 0 2.87147 0.828768 0
29 0 2.95339 0.913429 0
30 0 2.91415 0.929076 0
31 0 2.88738 0.932887 0
32 0 2.92827 0.931309 0
33 0 9.58477 0.946179 0
34 0 3.45161 0.976841 0
35 0 3.59197 0.986555 0
36 0 -2.61118 0.985699 0
37 0 -2.45602 0.990862 0
38 0 3.8917 0.996424 0
39 0 3.91124 0.991718 0
40 0 3.73434 0.97794 0
41 0 3.48735 0.957869 0
42 0 3.06906 0.952938 0
43 0 9.09504 0.9549 0
44 0 2.57109 0.959092 0
45 0 2.51964 0.971888 0
46 0 2.3553 0.977191 0
47 0 2.23128 0.982243 0
48 0 2.22763 0.986082 0
49 0 2.07078 0.991435 0
50 0 8.37861 0.988227 0
51 0 8.18758 0.991329 0
52 0 8.07665 0.998424 0
53 0 8.12911 0.999097 0
54 0 1.76154 0.997872 0
55 0 7.94862 0.997237 0
56 0 1.70942 0.995583 0
57 0 1.7423 0.995152 0
58 0 1.87309 0.996561 0
59 0 1.8915 0.998316 0
60 0 1.9153 0.998451 0
61 0 1.92809 0.996367 0
62 0 8.30171 0.995061 0
63 0 2.17844 0.995294 0
64 0 2.22555 0.991151 0
65 0 2.32199 0.983935 0
66 0 2.51601 0.980141 0
67 0 2.69508 0.981354 0
68 0 -3.40602 0.976653 0
69 0 3.18728 0.966189 0
70 0 3.43607 0.967043 0
71 0 3.68889 0.9599 0
72 0 3.96095 0.939834 0
73 0 4.36998 0.932205 0
74 0 4.82502 0.959038 0
75 0 5.1143 0.97921 0
76 0 5.24363 0.993169 0
77 0 -0.908983 0.999243 0
78 0 -0.957845 0.998364 0
79 0 -0.976494 0.995545 0
80 0 5.13459 0.980525 0
81 0 4.80883 0.966956 0
82 0 4.45928 0.970282 0
83 0 4.24426 0.976675 0
84 0 4.05221 0.975351 0
85 0 3.83504 0.970069 0
86 0 3.61822 0.966394 0
87 0 3.42803 0.962631 0
88 0 3.45656 0.964374 0
89 0 3.49917 0.959886 0
90 0 3.72811 0.955022 0
91 0 3.78484 0.948627 0
92 0 3.81714 0.947285 0
93 0 3.71288 0.962247 0
94 0 3.68499 0.977872 0
95 0 3.60816 0.989262 0
96 0 3.68812 0.992931 0
97 0 -2.74299 0.995373 0
98 0 -2.74011 0.998268 0
99 0 -2.83496 0.993843 0
100 0 -2.78471 0.992453 0
101 0 3.31849 0.991254 0
102 0 3.1995 0.989297 0
103 0 3.06292 0.986348 0
104 0 2.81532 0.992428 0
105 0 2.80311 0.998058 0
106 0 2.7175 0.997078 0
107 0 2.55511 0.99226 0
108 0 2.51392 0.982747 0
109 0 2.17577 0.957476 0
110 0 1.83587 0.936917 0
111 0 1.45844 0.93742 0
112 0 7.28631 0.937848 0
113 0 6.89185 0.966085 0
114 0 6.63207 0.991374 0
115 0 6.62057 0.998068 0
116 0 6.57684 0.997952 0
117 0 0.42446 0.992717 0
118 0 6.89571 0.991608 0
119 0 0.629675 0.996751 0
120 0 6.9405 0.998063 0
121 0 7.01894 0.995688 0
122 0 0.802851 0.991665 0
123 0 0.593143 0.981965 0
124 0 0.485713 0.969355 0
125 0 0.196807 0.966075 0
126 0 6.3818 0.960572 0
127 0 6.31794 0.956365 0
128 0 0.0289714 0.954955 0
129 0 6.47844 0.953641 0
130 0 0.296497 0.951118 0
131 0 0.457403 0.936899 0
132 0 0.581288 0.902694 0
133 0 1.00345 0.808751 0
134 0 7.96988 0.703892 0
135 0 2.45152 0.80859 0
136 0 3.06921 0.937024 0
137 0 3.31944 0.974954 0
138 0 3.32721 0.966786 0
139 0 3.15177 0.916671 0
140 0 2.68252 0.824425 0
141 0 2.24543 0.864744 0
142 0 1.83033 0.944505 0
143 0 1.52477 0.98048 0
144 0 1.52674 0.992924 0
145 0 1.26576 0.988714 0
146 0 7.49082 0.982253 0
147 0 7.18029 0.969475 0
148 0 0.632683 0.975905 0
149 0 0.565318 0.980383 0
150 0 6.87031 0.980959 0
151 0 0.561933 0.983727 0
152 0 0.467372 0.984096 0
153 0 0.335119 0.987952 0
154 0 6.50355 0.990201 0
155 0 0.0525776 0.982483 0
156 0 6.05247 0.981595 0
157 0 5.91748 0.988972 0
158 0 5.77137 0.99181 0
159 0 5.7979 0.994095 0
160 0 5.71191 0.993616 0
161 0 5.753 0.990264 0
162 0 5.55366 0.961057 0
163 0 5.46049 0.899533 0
164 0 -1.08669 0.721083 0
165 0 4.20058 0.254651 0
166 0 2.82928 0.411716 0
167 0 2.43769 0.84759 0
168 0 2.3818 0.920978 0
169 0 2.44762 0.912336 0
170 0 2.87589 0.758886 0
171 0 3.64591 0.771838 0
172 0 4.23073 0.867621 0
173 0 4.47828 0.924414 0
174 0 4.70751 0.951174 0
175 0 5.06362 0.97833 0
176 0 5.07803 0.99317 0
177 0 5.10627 0.991611 0
178 0 5.13293 0.991012 0
179 0 -1.20758 0.991077 0
180 0 -1.21746 0.989495 0
181 0 -1.34828 0.988885 0
182 0 4.91037 0.979682 0
183 0 4.7825 0.970513 0
184 0 -1.87968 0.933864 0
185 0 3.92472 0.839677 0
186 0 3.47456 0.780173 0
187 0 2.74901 0.822033 0
188 0 2.25525 0.911339 0
189 0 2.12973 0.956416 0
190 0 2.07538 0.950922 0
191 0 8.60305 0.823923 0
192 0 9.34727 0.691294 0
193 0 3.6175 0.824056 0
194 0 4.14859 0.921018 0
195 0 4.48377 0.955226 0
196 0 4.70073 0.964915 0
197 0 4.86393 0.95842 0
198 0 4.98839 0.928985 0
