# Timeseries for σ = 2.500000e-01
# step  t  R_global  L
0  0.000000  0.999679  16365.184570
1  0.010000  0.999366  16347.035156
2  0.020000  0.999079  16330.348633
3  0.030000  0.998806  16314.675781
4  0.040000  0.998518  16298.249023
5  0.050000  0.998239  16282.212891
6  0.060000  0.997937  16264.803711
7  0.070000  0.997661  16248.750977
8  0.080000  0.997425  16235.497070
9  0.090000  0.997153  16219.865234
10  0.100000  0.996880  16203.759766
11  0.110000  0.996616  16188.630859
12  0.120000  0.996389  16175.904297
13  0.130000  0.996173  16163.660156
14  0.140000  0.995931  16150.261719
15  0.150000  0.995720  16138.442383
16  0.160000  0.995470  16124.867188
17  0.170000  0.995254  16113.179688
18  0.180000  0.995067  16103.195312
19  0.190000  0.994878  16092.878906
20  0.200000  0.994693  16082.595703
21  0.210000  0.994536  16073.908203
22  0.220000  0.994323  16062.457031
23  0.230000  0.994139  16052.456055
24  0.240000  0.993955  16041.716797
25  0.250000  0.993796  16032.837891
26  0.260000  0.993656  16024.883789
27  0.270000  0.993453  16013.750000
28  0.280000  0.993309  16006.273438
29  0.290000  0.993144  15996.925781
30  0.300000  0.992970  15987.112305
31  0.310000  0.992837  15980.499023
32  0.320000  0.992699  15973.061523
33  0.330000  0.992543  15964.403320
34  0.340000  0.992368  15955.119141
35  0.350000  0.992228  15947.796875
36  0.360000  0.992099  15941.131836
37  0.370000  0.992009  15936.702148
38  0.380000  0.991832  15926.990234
39  0.390000  0.991688  15919.408203
40  0.400000  0.991483  15908.514648
41  0.410000  0.991361  15902.278320
42  0.420000  0.991215  15895.095703
43  0.430000  0.991097  15888.403320
44  0.440000  0.990971  15882.019531
45  0.450000  0.990837  15874.879883
46  0.460000  0.990715  15869.411133
47  0.470000  0.990589  15862.867188
48  0.480000  0.990453  15855.119141
49  0.490000  0.990389  15852.050781
50  0.500000  0.990265  15846.213867
51  0.510000  0.990154  15840.968750
52  0.520000  0.990067  15836.881836
53  0.530000  0.990006  15834.349609
54  0.540000  0.989871  15828.163086
55  0.550000  0.989775  15822.999023
56  0.560000  0.989637  15816.115234
57  0.570000  0.989552  15811.541016
58  0.580000  0.989415  15803.859375
59  0.590000  0.989259  15795.367188
60  0.600000  0.989154  15790.106445
61  0.610000  0.989075  15786.043945
62  0.620000  0.988982  15781.941406
63  0.630000  0.988892  15777.799805
64  0.640000  0.988841  15775.515625
65  0.650000  0.988771  15772.438477
66  0.660000  0.988643  15765.467773
67  0.670000  0.988562  15761.806641
68  0.680000  0.988415  15754.990234
69  0.690000  0.988298  15749.105469
70  0.700000  0.988219  15745.946289
71  0.710000  0.988115  15740.405273
72  0.720000  0.988012  15735.293945
73  0.730000  0.987929  15731.500000
74  0.740000  0.987884  15729.333984
75  0.750000  0.987806  15726.849609
76  0.760000  0.987735  15723.958008
77  0.770000  0.987582  15715.205078
78  0.780000  0.987502  15712.260742
79  0.790000  0.987456  15710.259766
80  0.800000  0.987427  15709.227539
81  0.810000  0.987360  15706.821289
82  0.820000  0.987289  15702.730469
83  0.830000  0.987226  15699.518555
84  0.840000  0.987227  15700.435547
85  0.850000  0.987153  15697.206055
86  0.860000  0.987150  15697.583008
87  0.870000  0.987078  15693.747070
88  0.880000  0.987017  15691.765625
89  0.890000  0.986924  15687.752930
90  0.900000  0.986840  15683.094727
91  0.910000  0.986780  15681.079102
92  0.920000  0.986700  15677.048828
93  0.930000  0.986634  15674.549805
94  0.940000  0.986593  15672.501953
95  0.950000  0.986514  15669.541992
96  0.960000  0.986494  15669.704102
97  0.970000  0.986412  15666.194336
98  0.980000  0.986358  15663.895508
99  0.990000  0.986301  15661.028320
100  1.000000  0.986226  15657.216797
101  1.010000  0.986156  15654.990234
102  1.020000  0.986133  15653.822266
103  1.030000  0.986023  15648.951172
104  1.040000  0.985980  15646.659180
105  1.050000  0.985918  15643.722656
106  1.060000  0.985807  15637.912109
107  1.070000  0.985786  15636.644531
108  1.080000  0.985729  15634.047852
109  1.090000  0.985663  15631.268555
110  1.100000  0.985581  15627.620117
111  1.110000  0.985495  15623.375977
112  1.120000  0.985430  15620.947266
113  1.130000  0.985349  15616.586914
114  1.140000  0.985343  15617.183594
115  1.150000  0.985325  15616.407227
116  1.160000  0.985230  15611.428711
117  1.170000  0.985232  15612.587891
118  1.180000  0.985178  15609.276367
119  1.190000  0.985074  15605.177734
120  1.200000  0.985065  15605.221680
121  1.210000  0.985034  15604.366211
122  1.220000  0.984946  15599.611328
123  1.230000  0.984893  15598.020508
124  1.240000  0.984854  15596.597656
125  1.250000  0.984823  15595.384766
126  1.260000  0.984728  15590.658203
127  1.270000  0.984739  15591.338867
128  1.280000  0.984677  15589.164062
129  1.290000  0.984642  15587.000977
130  1.300000  0.984635  15587.771484
131  1.310000  0.984542  15583.324219
132  1.320000  0.984534  15584.013672
133  1.330000  0.984532  15584.715820
134  1.340000  0.984558  15586.535156
135  1.350000  0.984534  15585.898438
136  1.360000  0.984488  15583.702148
137  1.370000  0.984456  15581.600586
138  1.380000  0.984438  15580.880859
139  1.390000  0.984321  15575.016602
140  1.400000  0.984231  15571.110352
141  1.410000  0.984204  15569.275391
142  1.420000  0.984198  15568.149414
143  1.430000  0.984152  15566.695312
144  1.440000  0.984080  15562.914062
145  1.450000  0.984054  15562.852539
146  1.460000  0.984079  15565.444336
147  1.470000  0.984015  15561.727539
148  1.480000  0.984029  15561.907227
149  1.490000  0.983961  15559.116211
150  1.500000  0.983915  15559.517578
151  1.510000  0.983891  15559.078125
152  1.520000  0.983958  15562.936523
153  1.530000  0.983902  15559.823242
154  1.540000  0.983899  15559.391602
155  1.550000  0.983902  15560.003906
156  1.560000  0.983800  15555.034180
157  1.570000  0.983729  15550.934570
158  1.580000  0.983624  15546.949219
159  1.590000  0.983566  15544.018555
160  1.600000  0.983518  15542.292969
161  1.610000  0.983554  15544.068359
162  1.620000  0.983519  15542.404297
163  1.630000  0.983497  15542.132812
164  1.640000  0.983492  15542.444336
165  1.650000  0.983441  15541.134766
166  1.660000  0.983367  15536.411133
167  1.670000  0.983335  15536.108398
168  1.680000  0.983274  15533.537109
169  1.690000  0.983241  15531.959961
170  1.700000  0.983169  15528.108398
171  1.710000  0.983155  15528.517578
172  1.720000  0.983156  15529.165039
173  1.730000  0.983082  15526.122070
174  1.740000  0.983068  15526.282227
175  1.750000  0.983038  15525.483398
176  1.760000  0.983018  15524.255859
177  1.770000  0.982960  15520.960938
178  1.780000  0.982910  15519.438477
179  1.790000  0.982858  15517.278320
180  1.800000  0.982820  15515.806641
181  1.810000  0.982843  15517.595703
182  1.820000  0.982748  15514.098633
183  1.830000  0.982725  15513.455078
184  1.840000  0.982764  15515.817383
185  1.850000  0.982701  15512.644531
186  1.860000  0.982692  15512.867188
187  1.870000  0.982663  15511.272461
188  1.880000  0.982663  15512.473633
189  1.890000  0.982642  15511.848633
190  1.900000  0.982612  15510.937500
191  1.910000  0.982600  15510.830078
192  1.920000  0.982621  15511.756836
193  1.930000  0.982624  15512.149414
