# Step 0
# x y theta R psi_density
0 0 2.35571 0.257942 0
1 0 5.97014 0.263078 0
2 0 4.60006 0.167191 0
3 0 3.7627 0.171252 0
4 0 0.978402 0.408481 0
5 0 0.975837 0.541396 0
6 0 0.366012 0.43796 0
7 0 5.44369 0.185681 0
8 0 3.77655 0.193813 0
9 0 4.45007 0.345759 0
10 0 0.123451 0.460039 0
11 0 6.09161 0.295466 0
12 0 5.2335 0.238438 0
13 0 1.33271 0.456399 0
14 0 1.14456 0.477347 0
15 0 1.15164 0.170123 0
16 0 1.91203 0.0991766 0
17 0 3.2964 0.186588 0
18 0 2.71304 0.344829 0
19 0 1.83121 0.22435 0
20 0 3.84485 0.0977589 0
21 0 0.873226 0.311563 0
22 0 1.83804 0.336076 0
23 0 2.30427 0.370931 0
24 0 2.86691 0.192004 0
25 0 4.93429 0.128906 0
26 0 1.2546 0.395887 0
27 0 3.23119 0.0719803 0
28 0 3.72351 0.240339 0
29 0 0.292413 0.0527624 0
30 0 3.81496 0.264945 0
31 0 1.07497 0.376889 0
32 0 0.410434 0.240997 0
33 0 5.96649 0.359179 0
34 0 6.06659 0.190025 0
35 0 5.08068 0.288447 0
36 0 1.91126 0.193875 0
37 0 0.612581 0.267251 0
38 0 4.29867 0.142018 0
39 0 2.7676 0.150068 0
40 0 0.769787 0.409649 0
41 0 3.11234 0.0788008 0
42 0 0.216004 0.0669553 0
43 0 5.71752 0.42499 0
44 0 1.62519 0.0736796 0
45 0 4.16147 0.182969 0
46 0 1.96623 0.702534 0
47 0 3.27047 0.673754 0
48 0 3.43679 0.493548 0
49 0 1.16211 0.256334 0
50 0 6.09412 0.120537 0
51 0 4.87206 0.168271 0
52 0 5.90399 0.226304 0
53 0 5.62275 0.143264 0
54 0 3.75669 0.0626721 0
55 0 5.79434 0.282925 0
56 0 0.553013 0.815482 0
57 0 1.2239 0.838911 0
58 0 0.28393 0.373221 0
59 0 2.0465 0.154036 0
60 0 2.44507 0.454037 0
61 0 1.70607 0.313076 0
62 0 5.20901 0.402816 0
63 0 2.24186 0.266857 0
64 0 1.77077 0.479382 0
65 0 3.41088 0.452885 0
66 0 0.885527 0.212872 0
67 0 5.04297 0.296801 0
68 0 0.464235 0.399574 0
69 0 6.19621 0.49824 0
70 0 4.84968 0.325205 0
71 0 1.24967 0.135927 0
72 0 0.0377862 0.377561 0
73 0 5.12281 0.357201 0
74 0 4.43913 0.316823 0
75 0 4.5801 0.492798 0
76 0 4.84844 0.35648 0
77 0 0.46651 0.473244 0
78 0 2.24363 0.824607 0
79 0 0.726567 0.58462 0
