# Step 49999
# x y theta R psi_density
0 0 6.21164 0.997171 3.63536e-05
1 0 6.03279 0.991932 2.99895e-05
2 0 6.03495 0.991991 1.13409e-05
3 0 5.91059 0.99141 8.38414e-06
4 0 -0.524326 0.984431 1.18669e-06
5 0 -0.763817 0.977547 1.40112e-06
6 0 -0.940001 0.973469 2.99534e-05
7 0 5.04885 0.965023 3.75417e-07
8 0 4.73794 0.96332 2.07085e-05
9 0 4.54785 0.958662 3.40829e-05
10 0 -2.06628 0.961218 2.23457e-05
11 0 4.14296 0.969158 4.48747e-05
12 0 10.3147 0.970368 2.08113e-05
13 0 3.7281 0.980823 1.24561e-05
14 0 3.78957 0.989155 6.94865e-07
15 0 3.61415 0.985469 9.55774e-06
16 0 3.45056 0.97814 1.87966e-05
17 0 3.19705 0.980606 7.68853e-06
18 0 3.1284 0.989696 3.02058e-06
19 0 3.18886 0.990238 3.20072e-05
20 0 3.13177 0.989856 1.7878e-06
21 0 -3.28916 0.992107 2.71354e-06
22 0 9.35546 0.991564 4.93919e-06
23 0 9.13114 0.987653 1.72388e-05
24 0 8.98083 0.989868 8.62283e-05
25 0 8.98975 0.991481 1.38658e-05
26 0 2.57668 0.993498 2.83767e-05
27 0 2.60012 0.988585 1.46284e-05
28 0 2.39456 0.984785 1.55049e-05
29 0 2.34808 0.986237 4.8048e-06
30 0 2.20141 0.979995 5.58242e-06
31 0 2.0372 0.972415 2.24482e-05
32 0 1.87682 0.972954 6.76028e-06
33 0 8.27626 0.982609 1.82339e-05
34 0 1.91191 0.990063 8.16831e-06
35 0 1.91785 0.991542 2.00064e-05
36 0 -4.25557 0.967342 1.08359e-05
37 0 -3.89599 0.93802 3.71205e-06
38 0 2.78143 0.93614 4.10997e-05
39 0 3.19156 0.957582 1.69579e-05
40 0 3.41369 0.977877 1.36234e-06
41 0 3.56056 0.982722 2.13777e-06
42 0 3.51332 0.983057 4.52844e-05
43 0 9.84174 0.97686 1.0257e-06
44 0 3.53525 0.977532 7.00471e-05
45 0 3.6187 0.982018 2.06576e-06
46 0 3.54314 0.984622 3.36443e-06
47 0 3.49277 0.984503 7.9184e-06
48 0 3.56188 0.984351 2.87565e-05
49 0 3.47349 0.98899 2.24631e-05
50 0 9.83106 0.987514 7.51665e-06
51 0 9.65526 0.987949 6.50133e-06
52 0 9.52067 0.994633 1.90208e-05
53 0 9.52189 0.994365 6.07459e-07
54 0 3.09383 0.993021 9.06084e-06
55 0 9.22943 0.996696 1.66205e-05
56 0 2.95687 0.999154 3.18392e-06
57 0 2.97289 0.994971 6.02893e-06
58 0 3.09714 0.991365 2.63127e-06
59 0 3.10886 0.990443 2.82741e-05
60 0 3.11509 0.989147 2.13452e-05
61 0 3.08987 0.99078 1.39614e-05
62 0 9.39695 0.991672 1.85977e-07
63 0 3.17136 0.997314 1.04812e-05
64 0 3.07845 0.99792 2.5676e-05
65 0 3.00035 0.998486 2.67328e-05
66 0 2.99334 0.998351 2.42261e-05
67 0 2.9595 0.998049 3.79222e-05
68 0 -3.35398 0.999246 4.16748e-06
69 0 3.03316 0.997691 9.74084e-06
70 0 3.08017 0.998002 1.35072e-05
71 0 3.12275 0.997184 3.58211e-05
72 0 3.16019 0.992718 4.82931e-06
73 0 3.30165 0.990314 3.93772e-06
74 0 3.49533 0.995511 3.48613e-06
75 0 3.57459 0.997672 2.86282e-05
76 0 3.56726 0.998273 3.79522e-06
77 0 -2.64169 0.998826 5.17413e-05
78 0 -2.66982 0.997486 6.88813e-06
79 0 -2.60122 0.998463 6.45092e-05
80 0 3.65345 0.997445 2.02042e-05
81 0 3.51979 0.995612 5.04801e-05
82 0 3.39709 0.996621 2.32412e-05
83 0 3.42414 0.995404 9.06296e-06
84 0 3.47452 0.995982 1.19743e-06
85 0 3.47581 0.997482 4.53863e-05
86 0 3.42667 0.998327 1.25664e-06
87 0 3.32929 0.997767 9.21201e-06
88 0 3.36684 0.998438 1.56495e-05
89 0 3.35417 0.997838 2.43626e-06
90 0 3.48052 0.996116 2.81836e-05
91 0 3.41372 0.990259 2.75793e-05
92 0 3.31504 0.987394 1.0881e-05
93 0 3.09335 0.98646 1.93745e-05
94 0 2.97236 0.990313 1.50448e-05
95 0 2.84844 0.999484 1.87337e-05
96 0 2.94152 0.999693 5.55955e-07
97 0 -3.41103 0.998965 2.10691e-05
98 0 -3.27926 0.99348 1.43224e-05
99 0 -3.21817 0.994798 1.08985e-05
100 0 -3.00832 0.996486 1.09493e-05
101 0 3.24575 0.996693 5.37704e-06
102 0 3.26473 0.99663 1.54726e-05
103 0 3.25813 0.996452 1.88057e-05
104 0 3.13671 0.996236 9.80475e-06
105 0 3.24781 0.994335 9.19614e-06
106 0 3.28691 0.994059 9.16995e-06
107 0 3.25536 0.997202 4.36516e-05
108 0 3.35734 0.996229 5.07586e-05
109 0 3.18788 0.989098 5.61677e-06
110 0 3.04423 0.981025 1.09071e-06
111 0 2.87727 0.9788 6.26162e-07
112 0 8.90452 0.972541 2.73038e-05
113 0 8.66099 0.976993 1.20041e-06
114 0 8.47934 0.983298 4.19604e-07
115 0 8.47458 0.982119 1.52803e-06
116 0 8.37873 0.986254 6.44575e-07
117 0 2.13416 0.989853 5.05879e-06
118 0 8.48942 0.992932 1.74816e-05
119 0 2.10394 0.990862 1.20686e-05
120 0 8.31125 0.987885 1.91685e-05
121 0 8.32569 0.983948 2.68808e-05
122 0 2.10584 0.982315 2.4525e-06
123 0 1.9668 0.98216 1.23641e-05
124 0 2.00705 0.982495 2.76614e-06
125 0 1.92803 0.982182 1.7699e-05
126 0 8.3411 0.980932 7.51506e-06
127 0 8.48872 0.978788 9.01821e-07
128 0 2.36575 0.973079 1.60222e-05
129 0 8.91064 0.986919 4.7176e-07
130 0 2.7439 0.997306 1.72372e-06
131 0 2.82694 0.999252 1.17737e-05
132 0 2.76819 0.999345 5.13412e-06
133 0 2.78655 0.997679 7.82253e-06
134 0 9.07901 0.997161 8.41412e-07
135 0 2.83808 0.996071 9.89626e-06
136 0 2.92906 0.993124 3.11342e-06
137 0 2.9309 0.991116 3.79993e-06
138 0 2.84926 0.986768 9.83073e-06
139 0 2.79207 0.979755 2.25415e-06
140 0 2.66974 0.981854 1.98965e-05
141 0 2.61939 0.98561 2.32652e-05
