# Step 9999
# x y theta R psi_density
0 0 1.8977e+14 0.158148 3.22087e+15
1 0 4.22764e+14 0.393719 6.92193e+15
2 0 4.89061e+14 0.290016 8.25669e+15
3 0 4.33599e+14 0.109756 7.03163e+15
4 0 2.79398e+14 0.352827 4.4284e+15
5 0 1.09284e+14 0.591234 1.5679e+15
6 0 1.81233e+13 0.49884 1.72749e+14
7 0 2.32136e+13 0.202491 4.05483e+14
8 0 8.78017e+13 0.188313 1.85542e+15
9 0 1.89228e+14 0.23999 3.7699e+15
10 0 2.5769e+14 0.234686 5.55932e+15
11 0 3.55736e+14 0.398228 7.31503e+15
12 0 5.50053e+14 0.0162842 1.00893e+16
13 0 7.97463e+14 0.453766 1.40622e+16
14 0 1.11248e+15 0.258323 1.86623e+16
15 0 1.56929e+15 0.339427 2.60568e+16
16 0 2.03396e+15 0.462275 3.43233e+16
17 0 2.59169e+15 0.42979 4.43687e+16
18 0 3.0428e+15 0.215505 5.20553e+16
19 0 3.55751e+15 0.105473 5.98767e+16
20 0 3.92658e+15 0.531389 6.61472e+16
21 0 4.19086e+15 0.654562 6.99698e+16
22 0 4.58812e+15 0.239534 7.61481e+16
23 0 4.50955e+15 0.258628 7.76778e+16
24 0 4.85376e+15 0.463738 8.10907e+16
25 0 5.19248e+15 0.299127 8.72646e+16
26 0 5.13406e+15 0.251379 8.80155e+16
27 0 5.18026e+15 0.256514 8.89341e+16
28 0 4.82264e+15 0.477933 8.51773e+16
29 0 4.95549e+15 0.437652 8.44036e+16
30 0 4.99634e+15 0.730017 8.26271e+16
31 0 4.97262e+15 0.230562 8.79358e+16
32 0 4.91779e+15 0.254267 8.47059e+16
33 0 4.49401e+15 0.194541 8.07835e+16
34 0 4.75784e+15 0.228095 8.03781e+16
35 0 4.66864e+15 0.560699 7.63698e+16
36 0 4.61416e+15 0.132139 7.49955e+16
37 0 4.79428e+15 0.25865 8.12428e+16
38 0 4.79038e+15 0.23133 7.5864e+16
39 0 4.77231e+15 0.688263 7.69615e+16
40 0 4.93128e+15 0.322416 8.2587e+16
41 0 4.87065e+15 0.512001 7.9307e+16
42 0 4.44499e+15 0.258272 7.51567e+16
43 0 4.28806e+15 0.439149 6.75003e+16
44 0 3.76326e+15 0.579738 6.08092e+16
45 0 3.40718e+15 0.182844 5.53746e+16
46 0 3.22085e+15 0.140543 5.14992e+16
47 0 3.02452e+15 0.560392 4.97538e+16
48 0 3.23124e+15 0.162641 5.33594e+16
49 0 3.13302e+15 0.059453 5.24611e+16
50 0 3.04202e+15 0.453061 4.89159e+16
51 0 2.42439e+15 0.224204 3.77393e+16
52 0 1.71441e+15 0.161584 2.57588e+16
53 0 9.95952e+14 0.236031 1.38178e+16
54 0 6.04014e+14 0.321855 9.21815e+15
55 0 6.39693e+14 0.194914 1.18896e+16
56 0 1.02014e+15 0.387338 1.87334e+16
57 0 1.45013e+15 0.256225 2.60812e+16
58 0 1.61682e+15 0.11475 2.72846e+16
59 0 1.41423e+15 0.214031 2.45476e+16
60 0 9.25535e+14 0.357412 1.40189e+16
61 0 3.82778e+14 0.318304 6.36743e+15
62 0 4.97317e+13 0.0940634 8.46256e+14
63 0 2.09495e+13 0.155152 3.49375e+14
0 1 4.1939e+13 0.229154 6.8011e+14
1 1 1.19371e+14 0.121576 1.99266e+15
2 1 1.60191e+14 0.0857802 2.7476e+15
3 1 1.35776e+14 0.162719 1.99997e+15
4 1 7.72895e+13 0.149885 9.93473e+14
5 1 4.1766e+13 0.531026 4.55636e+14
6 1 7.27675e+13 0.556076 1.21544e+15
