# Step 0
# x y theta R psi_density
0 0 2.35231 0.162064 3.36905e-38
1 0 5.97625 0.338258 4.18725e-37
2 0 4.60323 0.343774 4.80405e-36
3 0 3.76444 0.611174 5.08796e-35
4 0 0.974764 0.559227 4.97432e-34
5 0 0.973977 0.557613 4.48932e-33
6 0 0.361487 0.34641 3.74013e-32
7 0 5.44087 0.30575 2.87639e-31
8 0 3.77934 0.314471 2.04204e-30
9 0 4.45078 0.253966 1.33825e-29
10 0 0.124266 0.468079 8.09595e-29
11 0 6.08979 0.484356 4.52121e-28
12 0 5.23059 0.0736438 2.33076e-27
13 0 1.33491 0.288978 1.10916e-26
14 0 1.1466 0.593 4.87252e-26
15 0 1.15368 0.276547 1.9759e-25
16 0 1.91186 0.0360485 7.39662e-25
17 0 3.29552 0.06502 2.55599e-24
18 0 2.71225 0.151309 8.15343e-24
19 0 1.83074 0.084899 2.40092e-23
20 0 3.84218 0.226911 6.52638e-23
21 0 0.876897 0.316581 1.63766e-22
22 0 1.83796 0.14631 3.79342e-22
23 0 2.30352 0.372135 8.11138e-22
24 0 2.86683 0.285725 1.60109e-21
25 0 4.93613 0.251665 2.91738e-21
26 0 1.25197 0.274151 4.90709e-21
27 0 3.23293 0.207183 7.6193e-21
28 0 3.72236 0.038625 1.0921e-20
29 0 0.290278 0.432075 1.44498e-20
30 0 3.81686 0.101494 1.76491e-20
31 0 1.07117 0.28578 1.98993e-20
32 0 0.409776 0.219102 2.07114e-20
33 0 5.96558 0.42263 1.98993e-20
34 0 6.07004 0.601273 1.76491e-20
35 0 5.0851 0.603639 1.44498e-20
36 0 1.90989 0.499726 1.0921e-20
37 0 0.613539 0.152797 7.6193e-21
38 0 4.29569 0.311738 4.90709e-21
39 0 2.76737 0.252184 2.91738e-21
40 0 0.769481 0.543446 1.60109e-21
41 0 3.11219 0.0488115 8.11138e-22
42 0 0.213861 0.453536 3.79342e-22
43 0 5.71273 0.264709 1.63766e-22
44 0 1.62605 0.072801 6.52638e-23
45 0 4.15949 0.601615 2.40092e-23
46 0 1.95759 0.287429 8.15343e-24
47 0 3.26571 0.139101 2.55599e-24
48 0 3.43403 0.215047 7.39662e-25
49 0 1.15932 0.406385 1.9759e-25
50 0 6.08893 0.399972 4.87252e-26
51 0 4.87162 0.510646 1.10916e-26
52 0 5.90212 0.499797 2.33076e-27
53 0 5.62632 0.431411 4.52121e-28
54 0 3.75968 0.343726 8.09595e-29
55 0 5.78955 0.329774 1.33825e-29
56 0 0.552118 0.409103 2.04204e-30
57 0 1.22617 0.526386 2.87639e-31
58 0 0.288098 0.399283 3.74013e-32
59 0 2.04389 0.446108 4.48932e-33
60 0 2.4393 0.581685 4.97432e-34
61 0 1.70638 0.186123 5.08796e-35
62 0 5.20671 0.208348 4.80405e-36
63 0 2.24189 0.0885405 4.18725e-37
